initial_alias,converted_alias,name,description,namespace
ENSG00000270558,ENSG00000270558,AC025449.1,chromobox homolog 3 (CBX3) pseudogene,"ARRAYEXPRESS,ENSG"
ENSG00000251189,ENSG00000251189,AC010425.1,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000272234,ENSG00000272234,AC008945.1,"novel transcript, antisense to SEPP1","ARRAYEXPRESS,ENSG"
ENSG00000271788,ENSG00000271788,AC008875.1,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000272382,ENSG00000272382,AC025171.5,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000272144,ENSG00000272144,AC025171.4,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000261604,ENSG00000261604,AC114947.2,"novel transcript, antisense to HMGCS1","ARRAYEXPRESS,ENSG"
ENSG00000249855,ENSG00000249855,EEF1A1P19,eukaryotic translation elongation factor 1 alpha 1 pseudogene 19 [Source:HGNC Symbol;Acc:HGNC:37892],"ARRAYEXPRESS,ENSG"
ENSG00000248092,ENSG00000248092,NNT-AS1,NNT antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:49005],"ARRAYEXPRESS,ENSG"
ENSG00000251141,ENSG00000251141,MRPS30-DT,MRPS30 divergent transcript [Source:HGNC Symbol;Acc:HGNC:53420],"ARRAYEXPRESS,ENSG"
ENSG00000272335,ENSG00000272335,AC093297.2,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000259663,ENSG00000259663,AC010478.1,"novel transcript, antisense to ISL1","ARRAYEXPRESS,ENSG"
ENSG00000241809,ENSG00000241809,AC022133.1,ribosomal protein L17 (RPL17) pseudogene,"ARRAYEXPRESS,ENSG"
ENSG00000272416,ENSG00000272416,AC025175.1,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000251307,ENSG00000251307,AC026704.1,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000264281,ENSG00000264281,AC016596.3,ribosomal protein L41 (RPL41) pseudogene,"ARRAYEXPRESS,ENSG"
ENSG00000226221,ENSG00000226221,RPL26P19,ribosomal protein L26 pseudogene 19 [Source:HGNC Symbol;Acc:HGNC:36393],"ARRAYEXPRESS,ENSG"
ENSG00000271828,ENSG00000271828,AC008937.3,"novel transcript, antisense to MIER3","ARRAYEXPRESS,ENSG"
ENSG00000269961,ENSG00000269961,AC010359.2,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000229666,ENSG00000229666,MAST4-AS1,MAST4 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40865],"ARRAYEXPRESS,ENSG"
ENSG00000270107,None,None,None,
ENSG00000250138,ENSG00000250138,AC139495.2,POM121 membrane glycoprotein-like 1 (POM121L1) pseudogene,"ARRAYEXPRESS,ENSG"
ENSG00000198237,ENSG00000198237,AC131392.1,"glucuronidase, beta (GUSB) pseudogene","ARRAYEXPRESS,ENSG"
ENSG00000179978,ENSG00000179978,NAIPP2,NAIP pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:16042],"ARRAYEXPRESS,ENSG"
ENSG00000254701,ENSG00000254701,AC138866.2,"glucuronidase, beta (GUSB) pseudogene","ARRAYEXPRESS,ENSG"
ENSG00000253816,ENSG00000253816,AC138866.1,"glucuronidase, beta (GUSB) pseudogene","ARRAYEXPRESS,ENSG"
ENSG00000226259,ENSG00000226259,GTF2H2B,general transcription factor IIH subunit 2B (pseudogene) [Source:HGNC Symbol;Acc:HGNC:31393],"ARRAYEXPRESS,ENSG"
ENSG00000237075,None,None,None,
ENSG00000205565,None,None,None,
ENSG00000254353,None,None,None,
ENSG00000230847,ENSG00000230847,OCLNP1,OCLN pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:53916],"ARRAYEXPRESS,ENSG"
ENSG00000251634,ENSG00000251634,NAIPP4,NAIP pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:54494],"ARRAYEXPRESS,ENSG"
ENSG00000215630,ENSG00000215630,GUSBP9,GUSB pseudogene 9 [Source:HGNC Symbol;Acc:HGNC:42323],"ARRAYEXPRESS,ENSG"
ENSG00000272093,None,None,None,
ENSG00000272365,None,None,None,
ENSG00000261269,ENSG00000261269,AC093278.2,"novel transcript, overlapping ZNF366","ARRAYEXPRESS,ENSG"
ENSG00000271714,ENSG00000271714,AC010501.2,"novel transcript, antisense to FAM169A","ARRAYEXPRESS,ENSG"
ENSG00000242198,ENSG00000242198,AC008897.1,ribosomal protein S26 (RPS26) pseudogene,"ARRAYEXPRESS,ENSG"
ENSG00000272040,ENSG00000272040,AC010245.2,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000213757,ENSG00000213757,AC020898.1,ribosomal protein S3A (RPS3A) pseudogene,"ARRAYEXPRESS,ENSG"
ENSG00000251050,ENSG00000251050,AC112184.1,ring-box 1 (RBX1) pseudogene,"ARRAYEXPRESS,ENSG"
ENSG00000249042,ENSG00000249042,AC008771.1,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000271043,ENSG00000271043,MTRNR2L2,MT-RNR2 like 2 [Source:HGNC Symbol;Acc:HGNC:37156],"ARRAYEXPRESS,ENSG"
ENSG00000271862,ENSG00000271862,AC104118.1,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000272367,None,None,None,
ENSG00000249353,ENSG00000249353,NPM1P27,nucleophosmin 1 pseudogene 27 [Source:HGNC Symbol;Acc:HGNC:45206],"ARRAYEXPRESS,ENSG"
ENSG00000251023,ENSG00000251023,AC114980.1,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000251348,ENSG00000251348,HSPD1P11,heat shock protein family D (Hsp60) member 1 pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:35142],"ARRAYEXPRESS,ENSG"
ENSG00000248734,ENSG00000248734,AC008906.1,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000247121,ENSG00000247121,AC009126.1,"novel transcript, antisense to LNPEP and ERAP2","ARRAYEXPRESS,ENSG"
ENSG00000251606,None,None,None,
ENSG00000238000,ENSG00000238000,AC116347.1,"proteasome (prosome, macropain) activator subunit 2 (PA28 beta) (PSME2) pseudogene","ARRAYEXPRESS,ENSG"
ENSG00000270906,ENSG00000270906,MTND4P35,MT-ND4 pseudogene 35 [Source:HGNC Symbol;Acc:HGNC:51949],"ARRAYEXPRESS,ENSG"
ENSG00000224032,ENSG00000224032,EPB41L4A-AS1,EPB41L4A antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:30749],"ARRAYEXPRESS,ENSG"
ENSG00000268358,None,None,None,
ENSG00000249947,ENSG00000249947,XBP1P1,X-box binding protein 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:12802],"ARRAYEXPRESS,ENSG"
ENSG00000212643,ENSG00000212643,ZRSR2P1,ZRSR2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:12456],"ARRAYEXPRESS,ENSG"
ENSG00000270067,None,None,None,
ENSG00000248175,None,None,None,
ENSG00000249249,ENSG00000249249,AC010226.1,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000185641,ENSG00000185641,AC034236.1,ribosomal protein S25 (RPS25) pseudogene,"ARRAYEXPRESS,ENSG"
ENSG00000271918,ENSG00000271918,AC034236.2,"novel transcript, antisense to COMMD10","ARRAYEXPRESS,ENSG"
ENSG00000248663,ENSG00000248663,LINC00992,long intergenic non-protein coding RNA 992 [Source:HGNC Symbol;Acc:HGNC:48943],"ARRAYEXPRESS,ENSG"
ENSG00000249797,ENSG00000249797,LINC02147,long intergenic non-protein coding RNA 2147 [Source:HGNC Symbol;Acc:HGNC:53007],"ARRAYEXPRESS,ENSG"
ENSG00000197744,ENSG00000197744,PTMAP2,prothymosin alpha pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:9625],"ARRAYEXPRESS,ENSG"
ENSG00000247311,ENSG00000247311,AC010255.1,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000260686,ENSG00000260686,AC008669.1,"novel transcript, overlapping SNX2","ARRAYEXPRESS,ENSG"
ENSG00000250539,ENSG00000250539,KRT8P33,keratin 8 pseudogene 33 [Source:HGNC Symbol;Acc:HGNC:39867],"ARRAYEXPRESS,ENSG"
ENSG00000250602,ENSG00000250602,AC093535.1,"novel transcript, antisense to GRAMD3","ARRAYEXPRESS,ENSG"
ENSG00000224431,ENSG00000224431,AC063976.2,cytoplasmic linker associated protein 2 (CLASP2) pseudogene,"ARRAYEXPRESS,ENSG"
ENSG00000234290,ENSG00000234290,AC116366.2,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000271737,ENSG00000271737,AC008608.2,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000244921,ENSG00000244921,MTCYBP18,MT-CYB pseudogene 18 [Source:HGNC Symbol;Acc:HGNC:51976],"ARRAYEXPRESS,ENSG"
ENSG00000248923,ENSG00000248923,MTND5P11,MT-ND5 pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:42273],"ARRAYEXPRESS,ENSG"
ENSG00000247627,ENSG00000247627,MTND4P12,MT-ND4 pseudogene 12 [Source:HGNC Symbol;Acc:HGNC:42199],"ARRAYEXPRESS,ENSG"
ENSG00000270021,ENSG00000270021,AC026691.1,"novel transcript, antisense to H2AFY","ARRAYEXPRESS,ENSG"
ENSG00000245146,ENSG00000245146,MALINC1,mitosis associated long intergenic non-coding RNA 1 [Source:HGNC Symbol;Acc:HGNC:49009],"ARRAYEXPRESS,ENSG"
ENSG00000196963,None,None,None,
ENSG00000272070,ENSG00000272070,AC005618.1,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000228737,ENSG00000228737,AC008781.1,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000271871,ENSG00000271871,AC005740.4,"novel transcript, antisense to PCDH12","ARRAYEXPRESS,ENSG"
ENSG00000261757,ENSG00000261757,AC005592.1,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000249669,ENSG00000249669,CARMN,cardiac mesoderm enhancer-associated non-coding RNA [Source:HGNC Symbol;Acc:HGNC:42872],"ARRAYEXPRESS,ENSG"
ENSG00000253864,None,None,None,
ENSG00000269936,None,None,None,
ENSG00000241112,ENSG00000241112,RPL29P14,ribosomal protein L29 pseudogene 14 [Source:HGNC Symbol;Acc:HGNC:36687],"ARRAYEXPRESS,ENSG"
ENSG00000214485,ENSG00000214485,RPL7P1,ribosomal protein L7 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:10367],"ARRAYEXPRESS,ENSG"
ENSG00000197083,ENSG00000197083,ZNF300P1,zinc finger protein 300 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:27032],"ARRAYEXPRESS,ENSG"
ENSG00000271795,ENSG00000271795,AC011337.1,"novel transcript, antisense to FAT2","ARRAYEXPRESS,ENSG"
ENSG00000272112,ENSG00000272112,AC011374.2,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000229119,ENSG00000229119,AC026403.1,60S acidic ribosomal protein (RPLP0) pseudogene,"ARRAYEXPRESS,ENSG"
ENSG00000233913,ENSG00000233913,RPL10P9,ribosomal protein L10 pseudogene 9 [Source:HGNC Symbol;Acc:HGNC:35579],"ARRAYEXPRESS,ENSG"
ENSG00000251414,ENSG00000251414,AC138956.2,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000251666,ENSG00000251666,ZNF346-IT1,ZNF346 intronic transcript 1 [Source:HGNC Symbol;Acc:HGNC:41423],"ARRAYEXPRESS,ENSG"
ENSG00000246334,ENSG00000246334,PRR7-AS1,PRR7 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:27961],"ARRAYEXPRESS,ENSG"
ENSG00000248996,ENSG00000248996,AC145098.1,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000247679,ENSG00000247679,AC139795.2,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000246596,ENSG00000246596,AC139795.1,SUMO interacting motifs containing 1 (SIMC1) pseudogene,"ARRAYEXPRESS,ENSG"
ENSG00000249684,ENSG00000249684,AC106795.2,"novel transcript, antisense to PROP1","ARRAYEXPRESS,ENSG"
ENSG00000249129,ENSG00000249129,SUDS3P1,"SDS3 homolog, SIN3A corepressor complex component pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:44000]","ARRAYEXPRESS,ENSG"
ENSG00000218227,ENSG00000218227,AC136632.1,ribosomal protein L19 (RPL19) pseudogene,"ARRAYEXPRESS,ENSG"
ENSG00000225051,ENSG00000225051,HMGB3P22,high mobility group box 3 pseudogene 22 [Source:HGNC Symbol;Acc:HGNC:39314],"ARRAYEXPRESS,ENSG"
ENSG00000248367,ENSG00000248367,AC008610.1,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000260841,None,None,None,
ENSG00000248560,ENSG00000248560,AC008620.2,transmembrane and tetratricopeptide repeat containing 4 (TMTC4) pseudogne,"ARRAYEXPRESS,ENSG"
ENSG00000248514,ENSG00000248514,AC008443.4,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000272463,ENSG00000272463,AL357054.4,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000272279,ENSG00000272279,AL512329.2,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000250903,ENSG00000250903,GMDS-DT,GMDS divergent transcript [Source:HGNC Symbol;Acc:HGNC:48993],"ARRAYEXPRESS,ENSG"
ENSG00000230438,ENSG00000230438,SERPINB9P1,serpin family B member 9 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:28590],"ARRAYEXPRESS,ENSG"
ENSG00000244041,ENSG00000244041,LINC01011,long intergenic non-protein coding RNA 1011 [Source:HGNC Symbol;Acc:HGNC:33812],"ARRAYEXPRESS,ENSG"
ENSG00000270346,None,None,None,
ENSG00000271361,ENSG00000271361,HTATSF1P2,HIV-1 Tat specific factor 1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:38586],"ARRAYEXPRESS,ENSG"
ENSG00000261015,None,None,None,
ENSG00000272277,ENSG00000272277,AL031963.3,"novel transcript, antisense to RIPK1","ARRAYEXPRESS,ENSG"
ENSG00000272320,ENSG00000272320,AL445309.1,"novel transcript, antisense to SLC22A23","ARRAYEXPRESS,ENSG"
ENSG00000270504,ENSG00000270504,AL391422.4,"novel transcript, antisense to PXDC1","ARRAYEXPRESS,ENSG"
ENSG00000260604,ENSG00000260604,AL590004.3,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000145965,None,None,None,
ENSG00000271978,ENSG00000271978,AL359643.2,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000261211,ENSG00000261211,AL031123.2,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000220472,ENSG00000220472,AL139095.2,ribosomal protein S3 (RPS3) pseudogene,"ARRAYEXPRESS,ENSG"
ENSG00000261189,ENSG00000261189,AL031058.1,"novel transcript, antisense to DSP","ARRAYEXPRESS,ENSG"
ENSG00000229950,ENSG00000229950,TFAP2A-AS1,TFAP2A antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40579],"ARRAYEXPRESS,ENSG"
ENSG00000212802,ENSG00000212802,RPL15P3,ribosomal protein L15 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:21538],"ARRAYEXPRESS,ENSG"
ENSG00000272379,ENSG00000272379,AL008729.2,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000261071,ENSG00000261071,AL441883.1,"novel transcript, antisense to NOL7","ARRAYEXPRESS,ENSG"
ENSG00000272209,ENSG00000272209,AL023583.1,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000229931,ENSG00000229931,ATXN1-AS1,ATXN1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40515],"ARRAYEXPRESS,ENSG"
ENSG00000272341,ENSG00000272341,AL137003.1,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000226786,None,None,None,
ENSG00000272168,ENSG00000272168,CASC15,cancer susceptibility 15 [Source:HGNC Symbol;Acc:HGNC:28245],"ARRAYEXPRESS,ENSG"
ENSG00000272345,ENSG00000272345,AL031775.1,"novel transcript, antisense to ACOT13","ARRAYEXPRESS,ENSG"
ENSG00000272402,ENSG00000272402,AL031775.2,"novel transcript, antisense to C6orf62","ARRAYEXPRESS,ENSG"
ENSG00000272053,None,None,None,
ENSG00000220517,ENSG00000220517,ASS1P1,argininosuccinate synthetase 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:759],"ARRAYEXPRESS,ENSG"
ENSG00000272065,None,None,None,
ENSG00000272462,ENSG00000272462,U91328.1,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000272810,ENSG00000272810,U91328.3,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000197846,None,None,None,
ENSG00000198518,None,None,None,
ENSG00000187990,None,None,None,
ENSG00000168274,None,None,None,
ENSG00000196966,None,None,None,
ENSG00000197459,None,None,None,
ENSG00000261353,None,None,None,
ENSG00000261584,ENSG00000261584,AL513548.1,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000198339,None,None,None,
ENSG00000204789,ENSG00000204789,ZNF204P,"zinc finger protein 204, pseudogene [Source:HGNC Symbol;Acc:HGNC:12995]","ARRAYEXPRESS,ENSG"
ENSG00000271755,ENSG00000271755,AL031118.1,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000203813,None,None,None,
ENSG00000184348,None,None,None,
ENSG00000219891,ENSG00000219891,ZSCAN12P1,zinc finger and SCAN domain containing 12 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:13850],"ARRAYEXPRESS,ENSG"
ENSG00000237988,ENSG00000237988,OR2I1P,olfactory receptor family 2 subfamily I member 1 pseudogene [Source:HGNC Symbol;Acc:HGNC:8258],"ARRAYEXPRESS,ENSG"
ENSG00000239257,ENSG00000239257,RPL23AP1,ribosomal protein L23a pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:10318],"ARRAYEXPRESS,ENSG"
ENSG00000273340,ENSG00000273340,MICE,MHC class I polypeptide-related sequence E (pseudogene) [Source:HGNC Symbol;Acc:HGNC:7094],"ARRAYEXPRESS,ENSG"
ENSG00000176998,ENSG00000176998,HCG4,HLA complex group 4 [Source:HGNC Symbol;Acc:HGNC:21241],"ARRAYEXPRESS,ENSG"
ENSG00000230521,ENSG00000230521,AL645929.1,HLA complex group 4 pseudogene 7,"ARRAYEXPRESS,ENSG"
ENSG00000206341,ENSG00000206341,HLA-H,"major histocompatibility complex, class I, H (pseudogene) [Source:HGNC Symbol;Acc:HGNC:4965]","ARRAYEXPRESS,ENSG"
ENSG00000231130,ENSG00000231130,HLA-T,"major histocompatibility complex, class I, T (pseudogene) [Source:HGNC Symbol;Acc:HGNC:23478]","ARRAYEXPRESS,ENSG"
ENSG00000227262,ENSG00000227262,HCG4B,HLA complex group 4B [Source:HGNC Symbol;Acc:HGNC:22919],"ARRAYEXPRESS,ENSG"
ENSG00000230795,ENSG00000230795,HLA-K,"major histocompatibility complex, class I, K (pseudogene) [Source:HGNC Symbol;Acc:HGNC:4969]","ARRAYEXPRESS,ENSG"
ENSG00000228078,ENSG00000228078,HLA-U,"major histocompatibility complex, class I, U (pseudogene) [Source:HGNC Symbol;Acc:HGNC:23477]","ARRAYEXPRESS,ENSG"
ENSG00000235290,ENSG00000235290,HLA-W,"major histocompatibility complex, class I, W (pseudogene) [Source:HGNC Symbol;Acc:HGNC:23425]","ARRAYEXPRESS,ENSG"
ENSG00000237669,ENSG00000237669,AL671277.2,HLA complex group 4 pseudogene 3,"ARRAYEXPRESS,ENSG"
ENSG00000233892,ENSG00000233892,PAIP1P1,poly(A) binding protein interacting protein 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:18240],"ARRAYEXPRESS,ENSG"
ENSG00000204528,ENSG00000204528,PSORS1C3,psoriasis susceptibility 1 candidate 3 [Source:HGNC Symbol;Acc:HGNC:17203],"ARRAYEXPRESS,ENSG"
ENSG00000272501,ENSG00000272501,AL662844.4,"novel transcript, antisense to HCG27","ARRAYEXPRESS,ENSG"
ENSG00000227939,ENSG00000227939,RPL3P2,ribosomal protein L3 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:17834],"ARRAYEXPRESS,ENSG"
ENSG00000225851,ENSG00000225851,HLA-S,"major histocompatibility complex, class I, S (pseudogene) [Source:HGNC Symbol;Acc:HGNC:19395]","ARRAYEXPRESS,ENSG"
ENSG00000272221,ENSG00000272221,AL645933.3,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000250535,ENSG00000250535,STK19B,serine/threonine kinase 19B (pseudogene) [Source:HGNC Symbol;Acc:HGNC:21668],"ARRAYEXPRESS,ENSG"
ENSG00000272217,ENSG00000272217,AL645940.1,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000269490,None,None,None,
ENSG00000272374,ENSG00000272374,Z97832.2,"novel transcript, antisense to SCUBE3","ARRAYEXPRESS,ENSG"
ENSG00000228559,ENSG00000228559,AL033519.4,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000237719,ENSG00000237719,Z95152.1,nudix (nucleoside diphosphate linked moiety X) type 5 motif (NUDT5) pseudogene,"ARRAYEXPRESS,ENSG"
ENSG00000246982,ENSG00000246982,Z84485.1,"novel transcript, antisense to BRPF3","ARRAYEXPRESS,ENSG"
ENSG00000226976,ENSG00000226976,COX6A1P2,cytochrome c oxidase subunit 6A1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:35239],"ARRAYEXPRESS,ENSG"
ENSG00000217165,ENSG00000217165,ANKRD18EP,"ankyrin repeat domain 18E, pseudogene [Source:HGNC Symbol;Acc:HGNC:43609]","ARRAYEXPRESS,ENSG"
ENSG00000124593,ENSG00000124593,AL365205.1,novel protein,"ARRAYEXPRESS,ENSG"
ENSG00000261068,ENSG00000261068,AL512274.1,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000231113,ENSG00000231113,AL035587.1,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000181524,ENSG00000181524,RPL24P4,ribosomal protein L24 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:21371],"ARRAYEXPRESS,ENSG"
ENSG00000272223,ENSG00000272223,AL136304.1,"novel transcript, antisense to RRP36","ARRAYEXPRESS,ENSG"
ENSG00000272170,ENSG00000272170,AL355385.1,"novel transcript, antisense to KLC4","ARRAYEXPRESS,ENSG"
ENSG00000245261,ENSG00000245261,AL133375.1,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000271754,ENSG00000271754,AL355802.3,"novel transcript, antisense to POLR1C","ARRAYEXPRESS,ENSG"
ENSG00000271857,ENSG00000271857,AL096865.1,"novel transcript, antisense to RUNX2","ARRAYEXPRESS,ENSG"
ENSG00000231769,ENSG00000231769,AL035701.1,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000227885,ENSG00000227885,AL590652.1,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000271218,ENSG00000271218,AL033384.2,"novel transcript, antisense to LRRC1","ARRAYEXPRESS,ENSG"
ENSG00000261116,ENSG00000261116,AL049555.1,"novel transcript, overlapping to FAM83B","ARRAYEXPRESS,ENSG"
ENSG00000226803,ENSG00000226803,ZNF451-AS1,ZNF451 regulatory antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:53824],"ARRAYEXPRESS,ENSG"
ENSG00000272541,ENSG00000272541,AL021368.3,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000272316,ENSG00000272316,AL021368.2,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000239650,ENSG00000239650,GUSBP4,GUSB pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:18220],"ARRAYEXPRESS,ENSG"
ENSG00000250686,ENSG00000250686,KHDRBS2-OT,KHDRBS2 3'UTR overlapping transcript 1 [Source:HGNC Symbol;Acc:HGNC:53911],"ARRAYEXPRESS,ENSG"
ENSG00000198225,ENSG00000198225,FKBP1C,FKBP prolyl isomerase 1C [Source:HGNC Symbol;Acc:HGNC:21376],"ARRAYEXPRESS,ENSG"
ENSG00000230910,ENSG00000230910,AL391807.1,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000232295,ENSG00000232295,AL589935.1,"novel transcript, antisense OGFRL1","ARRAYEXPRESS,ENSG"
ENSG00000229852,ENSG00000229852,AC019205.1,"novel transcript, antisense to KHDC1","ARRAYEXPRESS,ENSG"
ENSG00000234882,ENSG00000234882,EIF3EP1,eukaryotic translation initiation factor 3 subunit E pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:6102],"ARRAYEXPRESS,ENSG"
ENSG00000235174,ENSG00000235174,RPL39P3,ribosomal protein L39 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:21383],"ARRAYEXPRESS,ENSG"
ENSG00000218418,ENSG00000218418,AL591135.1,Rho GTPase activating protein 21 (ARHGAP21) pseudogene,"ARRAYEXPRESS,ENSG"
ENSG00000233967,ENSG00000233967,AL359715.1,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000260645,ENSG00000260645,AL359715.2,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000220563,ENSG00000220563,PKMP3,pyruvate kinase M1/2 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:44245],"ARRAYEXPRESS,ENSG"
ENSG00000272008,ENSG00000272008,AL139274.2,"novel transcript, antisense to ZNF292","ARRAYEXPRESS,ENSG"
ENSG00000203871,None,None,None,
ENSG00000228506,ENSG00000228506,AL513550.1,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000228439,None,None,None,
ENSG00000219755,ENSG00000219755,AL137784.1,40S ribososmal protein 3 (RPS3) pseudogene,"ARRAYEXPRESS,ENSG"
ENSG00000260000,ENSG00000260000,AL133338.1,"novel transcript, antisense to ASCC3","ARRAYEXPRESS,ENSG"
ENSG00000231628,ENSG00000231628,AL133406.2,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000269919,ENSG00000269919,AL022067.1,"novel transcript, sense intronic to PRDM1","ARRAYEXPRESS,ENSG"
ENSG00000225093,ENSG00000225093,RPL3P7,ribosomal protein L3 pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:36797],"ARRAYEXPRESS,ENSG"
ENSG00000271730,ENSG00000271730,AL390208.1,"novel transcript, antisense to SESN1","ARRAYEXPRESS,ENSG"
ENSG00000230177,None,None,None,
ENSG00000271789,ENSG00000271789,AL080317.1,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000272356,ENSG00000272356,AL080317.2,"novel transcript, antisense to REV3L","ARRAYEXPRESS,ENSG"
ENSG00000255389,ENSG00000255389,Z97989.1,chromosome 6 open reading frame 3,"ARRAYEXPRESS,ENSG"
ENSG00000155130,None,None,None,
ENSG00000272403,None,None,None,
ENSG00000230202,ENSG00000230202,AL450405.1,ribosomal protein L29 (RPL29) pseudogene,"ARRAYEXPRESS,ENSG"
ENSG00000237115,ENSG00000237115,AL139805.1,T-cell activation leucine repeat-rich protein (TA-LRRP) pseudogene,"ARRAYEXPRESS,ENSG"
ENSG00000234084,ENSG00000234084,AL049552.1,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000260418,ENSG00000260418,AL023284.4,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000272189,ENSG00000272189,AL024508.1,"novel transcript, antisense to MAP7","ARRAYEXPRESS,ENSG"
ENSG00000225177,ENSG00000225177,AL590617.2,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000226571,ENSG00000226571,AL592429.2,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000259828,ENSG00000259828,AL355596.1,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000217648,ENSG00000217648,AL136116.3,"pseudogene similar to presenilin associated, rhomboid-like PARL","ARRAYEXPRESS,ENSG"
